timestamp,timestamp_ns,rtt_ms,ttl,bytes
2026-06-11 05:46:04.433,1781156764433714000,307.495000,64,64
2026-06-11 05:46:05.438,1781156765438746000,345.425000,64,64
2026-06-11 05:46:06.443,1781156766443932000,611.611000,64,64
2026-06-11 05:46:07.445,1781156767445981000,105.671000,64,64
2026-06-11 05:46:08.450,1781156768451046000,535.377000,64,64
2026-06-11 05:46:09.455,1781156769456109000,130.279000,64,64
2026-06-11 05:46:10.455,1781156770456211000,135.884000,64,64
2026-06-11 05:46:11.461,1781156771461374000,141.954000,64,64
2026-06-11 05:46:12.466,1781156772466440000,701.668000,64,64
2026-06-11 05:46:13.471,1781156773471544000,374.526000,64,64
2026-06-11 05:46:14.476,1781156774476551000,143.539000,64,64
2026-06-11 05:46:15.481,1781156775481651000,,,
2026-06-11 05:46:16.496,1781156776496530000,355.521000,64,64
2026-06-11 05:46:17.501,1781156777501782000,386.812000,64,64
2026-06-11 05:46:18.503,1781156778503615000,126.639000,64,64
2026-06-11 05:46:19.508,1781156779508369000,150.195000,64,64
2026-06-11 05:46:20.513,1781156780513477000,101.523000,64,64
2026-06-11 05:46:21.518,1781156781518652000,508.441000,64,64
2026-06-11 05:46:22.523,1781156782523640000,,,
2026-06-11 05:46:23.537,1781156783537933000,,,
2026-06-11 05:46:24.549,1781156784549510000,222.057000,64,64
2026-06-11 05:46:25.554,1781156785554711000,300.626000,64,64
2026-06-11 05:46:26.559,1781156786559784000,908.077000,64,64
2026-06-11 05:46:27.564,1781156787564826000,472.320000,64,64
2026-06-11 05:46:28.567,1781156788567352000,744.905000,64,64
2026-06-11 05:46:29.572,1781156789572468000,513.279000,64,64
2026-06-11 05:46:30.577,1781156790577362000,547.184000,64,64
2026-06-11 05:46:31.582,1781156791582598000,482.287000,64,64
2026-06-11 05:46:32.587,1781156792587697000,216.619000,64,64
2026-06-11 05:46:33.592,1781156793592792000,997.445000,64,64
2026-06-11 05:46:34.598,1781156794598948000,253.156000,64,64
2026-06-11 05:46:35.603,1781156795604165000,311.706000,64,64
2026-06-11 05:46:36.608,1781156796609278000,633.764000,64,64
2026-06-11 05:46:37.614,1781156797614312000,72.373000,64,64
2026-06-11 05:46:38.616,1781156798616950000,135.758000,64,64
2026-06-11 05:46:39.621,1781156799622014000,735.086000,64,64
2026-06-11 05:46:40.626,1781156800627112000,447.066000,64,64
2026-06-11 05:46:41.631,1781156801632181000,239.157000,64,64
2026-06-11 05:46:42.636,1781156802636504000,28.763000,64,64
2026-06-11 05:46:43.641,1781156803641597000,564.079000,64,64
2026-06-11 05:46:44.642,1781156804643168000,663.142000,64,64
2026-06-11 05:46:45.647,1781156805648176000,539.153000,64,64
2026-06-11 05:46:46.653,1781156806653378000,700.443000,64,64
2026-06-11 05:46:47.658,1781156807658402000,301.826000,64,64
2026-06-11 05:46:48.663,1781156808663429000,315.292000,64,64
2026-06-11 05:46:49.668,1781156809668675000,56.518000,64,64
2026-06-11 05:46:50.673,1781156810673685000,112.476000,64,64
2026-06-11 05:46:51.678,1781156811678842000,,,
2026-06-11 05:46:52.694,1781156812694659000,479.987000,64,64
2026-06-11 05:46:53.699,1781156813699913000,544.377000,64,64
2026-06-11 05:46:54.704,1781156814704989000,328.264000,64,64
2026-06-11 05:46:55.708,1781156815708632000,,,
2026-06-11 05:46:56.722,1781156816722537000,114.882000,64,64
2026-06-11 05:46:57.723,1781156817724146000,,,
2026-06-11 05:46:58.738,1781156818738684000,,,
2026-06-11 05:46:59.750,1781156819750179000,234.664000,64,64
2026-06-11 05:47:00.755,1781156820755375000,168.309000,64,64
2026-06-11 05:47:01.760,1781156821760438000,267.540000,64,64
2026-06-11 05:47:02.765,1781156822765545000,926.510000,64,64
2026-06-11 05:47:03.766,1781156823766347000,431.922000,64,64
2026-06-11 05:47:04.767,1781156824767888000,541.579000,64,64
2026-06-11 05:47:05.772,1781156825772993000,564.714000,64,64
2026-06-11 05:47:06.774,1781156826774508000,366.035000,64,64
2026-06-11 05:47:07.784,1781156827784680000,299.512000,64,64
2026-06-11 05:47:08.794,1781156828795032000,45.629000,64,64
2026-06-11 05:47:09.805,1781156829805943000,3.537000,64,64
2026-06-11 05:47:10.816,1781156830816699000,7.552000,64,64
2026-06-11 05:47:11.820,1781156831820833000,62.356000,64,64
2026-06-11 05:47:12.827,1781156832827901000,,,
2026-06-11 05:47:13.856,1781156833856625000,,,
2026-06-11 05:48:41.845,1781156921845942000,,,
2026-06-11 05:48:42.866,1781156922866267000,,,
2026-06-11 05:48:43.875,1781156923875804000,,,
2026-06-11 05:48:44.889,1781156924889488000,,,
2026-06-11 05:48:45.901,1781156925901488000,,,
2026-06-11 05:48:46.937,1781156926937600000,,,
2026-06-11 05:48:47.956,1781156927956317000,,,
2026-06-11 05:48:48.968,1781156928968664000,,,
2026-06-11 05:48:49.982,1781156929982293000,,,
2026-06-11 05:48:50.990,1781156930990620000,,,
2026-06-11 05:48:52.000,1781156932001023000,,,
2026-06-11 05:48:53.014,1781156933014480000,692.354000,64,64
2026-06-11 05:48:54.015,1781156934015784000,,,
2026-06-11 05:48:55.024,1781156935024770000,,,
2026-06-11 05:48:56.033,1781156936034071000,,,
2026-06-11 05:48:57.044,1781156937045034000,844.835000,64,64
2026-06-11 05:48:58.047,1781156938047923000,,,
2026-06-11 05:48:59.060,1781156939060539000,,,
2026-06-11 05:49:00.073,1781156940074068000,,,
2026-06-11 05:49:01.086,1781156941086195000,94.109000,64,64
2026-06-11 05:49:02.091,1781156942091379000,666.577000,64,64
2026-06-11 05:49:03.096,1781156943096781000,639.522000,64,64
2026-06-11 05:49:04.101,1781156944101943000,440.182000,64,64
2026-06-11 05:49:05.106,1781156945107217000,155.084000,64,64
