timestamp,timestamp_ns,rtt_ms,ttl,bytes,own_ip,router_ip,ssid,bssid,rssi_dbm,noise_dbm,tx_rate_mbps,channel,phy_mode,mcs,nss
2026-06-11 11:50:41.363,1781171441363429000,,,,,,,,,,,,,,
2026-06-11 11:50:42.380,1781171442380409000,,,,,,,,,,,,,,
2026-06-11 11:50:43.405,1781171443405240000,,,,,,,,,,,,,,
2026-06-11 11:50:44.417,1781171444418044000,,,,,,,,,,,,,,
2026-06-11 11:50:45.430,1781171445430389000,,,,,,,,,,,,,,
2026-06-11 11:50:46.443,1781171446443305000,,,,,,,,,,,,,,
2026-06-11 11:50:47.454,1781171447454766000,,,,,,,,,,,,,,
2026-06-11 11:50:48.463,1781171448464021000,6.11,64.0,64.0,,,,,,,,,,,
2026-06-11 11:50:49.469,1781171449469242000,915.517,64.0,64.0,,,,,,,,,,,
2026-06-11 11:50:50.473,1781171450473824000,114.521,64.0,64.0,,,,,,,,,,,
2026-06-11 11:50:51.474,1781171451474702000,162.707,64.0,64.0,,,,,,,,,,,
2026-06-11 11:50:52.479,1781171452480038000,407.542,64.0,64.0,,,,,,,,,,,
2026-06-11 11:50:53.480,1781171453480735000,12.378,64.0,64.0,,,,,,,,,,,
2026-06-11 11:50:54.480,1781171454480817000,68.755,64.0,64.0,,,,,,,,,,,
2026-06-11 11:50:55.485,1781171455485841000,27.639,64.0,64.0,,,,,,,,,,,
2026-06-11 11:50:56.489,1781171456489840000,,,,,,,,,,,,,,
2026-06-11 11:50:57.500,1781171457500755000,,,,,,,,,,,,,,
2026-06-11 11:50:58.521,1781171458521878000,239.029,64.0,64.0,,,,,,,,,,,
2026-06-11 11:50:59.526,1781171459526500000,5.27,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:00.531,1781171460531387000,3.152,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:01.536,1781171461536653000,24.639,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:02.537,1781171462537901000,3.105,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:03.542,1781171463542902000,7.662,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:04.547,1781171464548164000,44.128,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:05.553,1781171465553294000,7.149,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:06.558,1781171466558208000,28.989,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:07.563,1781171467563450000,5.079,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:08.568,1781171468568491000,16.393,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:09.572,1781171469572918000,90.527,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:10.575,1781171470575275000,3.114,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:11.580,1781171471580285000,6.064,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:12.585,1781171472585415000,7.789,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:13.587,1781171473587805000,3.706,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:14.592,1781171474593063000,6.386,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:15.597,1781171475598044000,3.239,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:16.602,1781171476603175000,10.017,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:17.604,1781171477604553000,16.796,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:18.609,1781171478609665000,17.805,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:19.612,1781171479612995000,3.558,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:20.615,1781171480615760000,3.307,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:21.616,1781171481616768000,14.79,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:22.620,1781171482621179000,11.265,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:23.623,1781171483623726000,5.752,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:24.624,1781171484624556000,9.322,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:25.629,1781171485629950000,4.635,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:26.634,1781171486635052000,20.122,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:27.639,1781171487640168000,44.223,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:28.645,1781171488645264000,16.323,64.0,64.0,,,,,,,,,,,
