timestamp,timestamp_ns,rtt_ms,ttl,bytes,rssi_dbm,noise_dbm,tx_rate_mbps,channel,phy_mode,mcs,nss
2026-06-11 18:18:12.861,1781194692862015000,105.289000,64,64,-38,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:13.866,1781194693866966000,175.753000,64,64,-36,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:14.871,1781194694872167000,596.077000,64,64,-35,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:15.876,1781194695877171000,252.108000,64,64,-35,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:16.881,1781194696882072000,265.460000,64,64,-38,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:17.887,1781194697887337000,322.703000,64,64,-35,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:18.892,1781194698892478000,222.334000,64,64,-36,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:19.897,1781194699897640000,213.150000,64,64,-35,-93,324.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:20.902,1781194700902691000,481.007000,64,64,-36,-93,324.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:21.907,1781194701907596000,93.269000,64,64,-36,-93,324.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:22.912,1781194702912846000,194.287000,64,64,-37,-93,324.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:23.917,1781194703917993000,196.870000,64,64,-36,-93,324.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:24.922,1781194704923101000,148.448000,64,64,-36,-93,173.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:25.927,1781194705928221000,154.532000,64,64,-38,-93,173.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:26.932,1781194706933095000,197.366000,64,64,-37,-93,173.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:27.938,1781194707938411000,145.608000,64,64,-35,-93,173.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:28.943,1781194708943491000,514.424000,64,64,-35,-93,173.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:29.948,1781194709948582000,539.610000,64,64,-36,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:30.953,1781194710953733000,331.441000,64,64,-36,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:31.958,1781194711958601000,44.079000,64,64,-42,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:32.963,1781194712963841000,102.197000,64,64,-37,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:33.968,1781194713968954000,152.654000,64,64,-41,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:34.973,1781194714974061000,248.145000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:35.978,1781194715979236000,136.916000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:36.984,1781194716984269000,3.605000,64,64,-38,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:37.989,1781194717989413000,231.476000,64,64,-36,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:38.994,1781194718994466000,476.183000,64,64,-36,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:39.999,1781194719999570000,287.673000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:41.004,1781194721004691000,212.097000,64,64,-37,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:42.009,1781194722009781000,326.069000,64,64,-38,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:43.014,1781194723014737000,89.986000,64,64,-42,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
